id,product_id,procedure_id,phase_id,instructions,created_at,updated_at
5353,5,4,8,"{""Mild"":""{\""Mild\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Moderate\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Severe\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\""}"",""Moderate"":""{\""Mild\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Moderate\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Severe\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\""}"",""Severe"":""{\""Mild\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Moderate\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Severe\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\""}""}",2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5354,5,4,9,"{""Mild"":""{\""Mild\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Moderate\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Severe\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\""}"",""Moderate"":""{\""Mild\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Moderate\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Severe\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\""}"",""Severe"":""{\""Mild\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Moderate\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\"",\""Severe\"":\""{\\\""Mild\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Moderate\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\"",\\\""Severe\\\"":\\\""{\\\\\\\""Mild\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Moderate\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\"",\\\\\\\""Severe\\\\\\\"":\\\\\\\""Apply pea-sized amount to affected areas 3-4x/day and before bedtime\\\\\\\""}\\\""}\""}""}",2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5355,1,4,348,initial,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5356,1,4,6,Maintenance,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5358,1,4,5,Acute,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5359,2,12,348,initial,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5360,2,12,6," maintenance",2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5362,1,12,348,initial,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5363,1,12,6,Maintenance,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5365,1,12,5,Acute,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5366,2,13,348,initial,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5367,2,13,6," maintenance",2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5369,1,13,348,initial,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5370,1,13,6,Maintenance,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5372,1,13,5,Acute,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5373,1,14,348,initial,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5374,1,14,6,Maintenance,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
5376,1,14,5,Acute,2025-05-30 00:33:53.25407+00,2025-05-30 00:33:53.25407+00
